taxid,Type,Type_PS,Species,Habitat,Database,SResolution,TResolution
1000113258,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000113729,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000113920,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000114011,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000114273,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000114365,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000114368,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000114430,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000114719,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000114780,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000115151,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000115531,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000115813,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000115820,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000115889,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000116012,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116035,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116040,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116083,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116120,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116208,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116239,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116246,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116265,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116820,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000116992,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000117425,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000117431,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000117510,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000117966,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000118038,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000118269,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000118377,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000118432,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000118476,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000118837,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000118901,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000118991,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000119005,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000119060,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000119091,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000119132,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000119200,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000119217,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000119261,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000119266,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000119404,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000119405,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000119406,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000119475,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000119643,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000119663,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000119841,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000119870,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000120967,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000121921,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000121993,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122218,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122346,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122358,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122362,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122363,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122390,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122394,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122396,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122410,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122415,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122445,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000122462,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000122472,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000122479,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000122511,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122547,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000122551,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000122556,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000122613,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122616,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122626,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122628,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122639,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122642,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122697,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122699,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000122952,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122960,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122967,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000122978,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000123024,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000123025,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000123046,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000123161,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000123169,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000123192,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000123218,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000123219,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000123222,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000123321,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000123612,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000123750,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000123868,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000123869,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000123873,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000123878,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000123879,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000123953,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000124353,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000124364,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000124391,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000124411,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000124453,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000124564,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000124577,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000124640,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000124657,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000125334,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000125597,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000125800,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126083,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126104,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126124,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126186,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000126359,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126364,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126368,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126526,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126530,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126604,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126610,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126636,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126672,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126756,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126828,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126843,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126983,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126984,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000126986,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127092,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127204,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127229,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127295,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127391,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127405,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127406,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127543,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127662,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127670,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127697,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127727,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127729,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127734,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127778,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127826,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127909,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127943,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000127953,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000128035,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000128095,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000128216,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000128426,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000128450,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000128563,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000128594,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000128595,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000128601,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000129270,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000129280,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000129353,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000129393,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000129585,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000129651,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000129685,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000129705,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000129725,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000129760,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000129801,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000129851,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000129898,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000129934,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000129956,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000129962,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000129976,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000129988,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000130066,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000130091,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000131474,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000131512,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000131538,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000131549,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000131580,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000131676,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000131865,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000131869,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000132235,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000132243,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000132721,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133047,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133057,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133076,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133077,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133387,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133412,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133413,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133415,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133584,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000133988,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000134057,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000134068,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000134083,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000134127,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000134258,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000134552,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000134579,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000134622,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000134965,Other phage,Other phage,Unclassified,Freshwater,IMGVR,Ambiguous,Ambiguous
1000135027,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000135031,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000135033,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000135072,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000135076,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000135081,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000135087,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000135113,Other phage,Other phage,Unclassified,Marine,IMGVR,Ambiguous,Ambiguous
1000135164,Other phage,Other phage,Unclassified,Terrestrial(other),IMGVR,Ambiguous,Ambiguous
1000135176,Other phage,Other phage,Unclassified,Terrestrial(other),IMGVR,Ambiguous,Ambiguous
1000135233,Other phage,Other phage,Unclassified,Terrestrial(other),IMGVR,Ambiguous,Ambiguous
1000135273,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135285,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135291,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135295,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135309,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135318,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135326,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135365,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135366,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135368,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135457,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135471,Other phage,Other phage,Unclassified,Terrestrial(other),IMGVR,Ambiguous,Ambiguous
1000135517,Other phage,Other phage,Unclassified,Terrestrial(other),IMGVR,Ambiguous,Ambiguous
1000135541,Other phage,Other phage,Unclassified,Terrestrial(other),IMGVR,Ambiguous,Ambiguous
1000135549,Other phage,Other phage,Unclassified,Terrestrial(other),IMGVR,Ambiguous,Ambiguous
1000135597,Other phage,Other phage,Unclassified,Terrestrial(other),IMGVR,Ambiguous,Ambiguous
1000135616,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000135644,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135645,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135649,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135658,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135758,Other phage,Other phage,Unclassified,Non-marine_Saline_and_Alkaline,IMGVR,Ambiguous,Ambiguous
1000135775,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135789,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000135881,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000135927,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000136119,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136174,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136200,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136206,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136213,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000136233,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000136234,Other phage,Other phage,Unclassified,Terrestrial(soil),IMGVR,Ambiguous,Ambiguous
1000136246,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136247,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136254,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136352,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136385,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000136408,Other phage,Other phage,Unclassified,Host-associated(other),IMGVR,Ambiguous,Ambiguous
1000136418,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136439,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136440,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136443,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136488,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136657,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136658,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136661,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136664,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136669,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136678,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136679,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136681,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136687,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136688,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136689,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136690,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136691,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136700,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136708,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136723,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136743,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136747,Other phage,Other phage,Unclassified,Engineered,IMGVR,Ambiguous,Ambiguous
1000136840,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136845,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136860,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136884,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136892,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136924,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136926,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000136992,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
1000137036,Other phage,Other phage,Unclassified,Host-associated(plants),IMGVR,Ambiguous,Ambiguous
